record_type|record_id|source_year|source_file|source_sheet|row_number|category|entity_name|description|province|district|constituency|ward|zone|sector|project_site|status|amount_requested|amount_recommended|amount_approved|amount_disbursed|annual_fees|termly_fees|date_approved|date_disbursed|source_url|source_name|retrieved_at
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0059|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|65|empowerment_grant|KAMUTUGWASHA WOMEN'S CLUB|VILLAGE BANKING|Lusaka|Kafue|Kafue|MAGOBA|ZONE 15|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0060|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|66|empowerment_grant|TWALUMBA MWAMI WOMEN'S|VILLAGE BANKING|Lusaka|Kafue|Kafue|MAGOBA|ZONE 2|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0061|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|67|empowerment_grant|SEKELELA WOMEN'S CLUB|VILLAGE BANKING|Lusaka|Kafue|Kafue|CHIKUPI|ZONE 2|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0062|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|68|empowerment_grant|MWACHINGWALA WOMEN'S CLUB|VILLAGE BANKING|Lusaka|Kafue|Kafue|CHIKUPI|ZONE 2|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0063|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|69|empowerment_grant|TATULEKI AGRO CLUB|VILLAGE BANKING|Lusaka|Kafue|Kafue|CHIKUPI|ZONE 14|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0064|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|70|empowerment_grant|TUJATANE OSAWE|CEMENT AND BUILDING MATERIAL|Lusaka|Kafue|Kafue|CHIKUPI|ZONE 14|SMALL AND MEDIUM ENTERPRISE|||40000|40000|40000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0065|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|71|empowerment_grant|MAIYA WOMEN'S CLUB|VILLAGE BANKING|Lusaka|Kafue|Kafue|CHIKUPI|ZONE 14|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0066|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|72|empowerment_grant|CHENGELO WOMEN'S CLUB|VILLAGE BANKING|Lusaka|Kafue|Kafue|SHIKOSWE|MWALEKA ZONE|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0067|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|73|empowerment_grant|HANDS EMPOWERMENT INITIATIVE|SAVINGS AND CREDIT FACILITY|Lusaka|Kafue|Kafue|SHIKOSWE|COTTAGE|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0068|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|74|empowerment_grant|AMUBAVUNE BAMAKAINTU|GREEN PROJECT|Lusaka|Kafue|Kafue|SHIKOSWE|NEW SHIKOSWE|AGRICULTURE|||30000|30000|30000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0069|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|75|empowerment_grant|MAPHIRILA MULTI-PURPOSE|VILLAGE BANKING|Lusaka|Kafue|Kafue|SHIKOSWE|COTTAGE|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0070|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|76|empowerment_grant|KAFMAX MULTI-PURPOSE|POULTRY FARMING|Lusaka|Kafue|Kafue|SHIKOSWE|COTTAGE|AGRICULTURE|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0071|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|77|empowerment_grant|HELP TWENTY FOUR SEVEN LIMITED|BROILER FARMING|Lusaka|Kafue|Kafue|SHIKOSWE|OLD SHIKOSWE|AGRICULTURE|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0072|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|78|empowerment_grant|LIBERTY HOUSE ENTERPRISE|POULTRY FARMING|Lusaka|Kafue|Kafue|SHIKOSWE|GREEN FIELD|AGRICULTURE|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0073|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|79|empowerment_grant|CHIKONDI WOMEN'S CLUB|CHICHEN REARING|Lusaka|Kafue|Kafue|SHIKOSWE|TRADE KINGS|AGRICULTURE|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0074|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|80|empowerment_grant|SHIKOSWE WOMEN'S SENIOR CITIZENS|VILLAGE BANKING|Lusaka|Kafue|Kafue|SHIKOSWE|MWALEKA ZONE|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0075|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|81|empowerment_grant|MUKOWA WANGU MULTI-PURPOSE|BROILER FARMING|Lusaka|Kafue|Kafue|SHIKOSWE|MWALEKA ZONE|AGRICULTURE|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0076|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|82|empowerment_grant|CHIKOKA WOMEN,S CLUB|VILLAGE BANKING|Lusaka|Kafue|Kafue|SHIKOSWE|NEW SHIKOSWE|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0077|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|83|empowerment_grant|SUN SHINE WOMEN,S CLUB|CHICKEN REARING|Lusaka|Kafue|Kafue|MUNGU|CHIKOKA ZONE|AGRICULTURE|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0078|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|84|empowerment_grant|MUTUMBI WOMEN,S CLUB|CHICKEN REARING|Lusaka|Kafue|Kafue|MUNGU|CHIKOKA ZONE|AGRICULTURE|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0079|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|85|empowerment_grant|MUTUGWASHE WOMEN'S CLUB|CHICKEN REARING|Lusaka|Kafue|Kafue|MUNGU|CHIKOKA ZONE|AGRICULTURE|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0080|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|86|empowerment_grant|ELDERLY & WIDOWS CLUB|POULTRY FARMING|Lusaka|Kafue|Kafue|MUNGU|chikoka|AGRICULTURE|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0081|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|87|empowerment_grant|TWABANE WOMEN'S CLUB|VILLAGE BANKING|Lusaka|Kafue|Kafue|MUNGU|CHIKOKA ZONE|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0082|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|88|empowerment_grant|MOTO WOMEN,S CLUB|VILLAGE BANKING|Lusaka|Kafue|Kafue|MUNGU|CHIKOKA ZONE|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0083|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|89|empowerment_grant|MUKANGALA MULTI- PURPOSE|VILLAGE BANKING|Lusaka|Kafue|Kafue|MUNGU|CHIKOKA ZONE|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0084|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|90|empowerment_grant|TIGWILIZANEBLESINGS SAVING GROUP|FOOD PRODUCTION|Lusaka|Kafue|Kafue|SHIMABALA|CHIPONGWE ZONE|AGRICULTURE|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0085|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|91|empowerment_grant|SHIMABALA YOUTH CLUB|POULTRY FARMING|Lusaka|Kafue|Kafue|SHIMABALA|KATYOKA|AGRICULTURE|||10000|10000|10000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0086|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|92|empowerment_grant|SHIMABALA WOMENS CLUB|STAZTIONERY CAFÉ|Lusaka|Kafue|Kafue|SHIMABALA|ZONE 1|SMALL AND MEDIUM ENTERPRISE|||20000|20000|20000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0087|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|93|empowerment_grant|ELYPA COOKING OIL PRODUCTION|POULTRY FARMING|Lusaka|Kafue|Kafue|SHIMABALA|ZONE 1|AGRICULTURE|||10000|10000|10000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0088|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|94|empowerment_grant|BLUE PRINT|COOKING OIL PRODUCTION|Lusaka|Kafue|Kafue|SHIMABALA|CHIPONGWE ZONE|SMALL AND MEDIUM ENTERPRISE|||20000|20000|20000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0089|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|95|empowerment_grant|KWANJA NA BONGO|POULTRY|Lusaka|Kafue|Kafue|SHABUSALE|mutendere 1|AGRICULTURE|||20000|20000|20000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0090|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|96|empowerment_grant|KWASHAMUKWENU CLUB|POULTRY|Lusaka|Kafue|Kafue|SHABUSALE|mutendere|AGRICULTURE|||20000|20000|20000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0091|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|97|empowerment_grant|MA-ELDER MULTI-PURPOSE COOPERATIVE|VILLAGE BANKING|Lusaka|Kafue|Kafue|SHABUSALE|mutendere 3|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0092|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|98|empowerment_grant|MUMISACHI CO-OPERATIVE|FISH FARMING|Lusaka|Kafue|Kafue|SHABUSALE|ZONE 12|AGRICULTURE|||20000|20000|20000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0093|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|99|empowerment_grant|CHIKWELIZONO MULTI-PURPOSE|HOTICULTURAL PROJECT|Lusaka|Kafue|Kafue|SHABUSALE|mutendere|AGRICULTURE|||40000|40000|40000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0094|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|100|empowerment_grant|COST TO COST CLUB|POULTRY FARMING|Lusaka|Kafue|Kafue|SHABUSALE|CZ|AGRICULTURE|||10000|10000|10000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0095|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|101|empowerment_grant|ZANGI YOUTH CLUB|CHICKEN REARING|Lusaka|Kafue|Kafue|SHABUSALE|ZONE 5|AGRICULTURE|||15000|15000|15000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0096|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|102|empowerment_grant|NATIONAL ASSOCIATION OF FARMS|CHICKEN REARING|Lusaka|Kafue|Kafue|SHABUSALE|COMMUNITY A|AGRICULTURE|||10000|10000|10000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0097|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|103|empowerment_grant|SHAMULONGA MULTI-PURPOSE|LIVESTOCK PRODUCTION|Lusaka|Kafue|Kafue|CHIFWEMA|CHIFWEMA|AGRICULTURE|||20000|20000|20000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0098|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|104|empowerment_grant|LUMUNI MULTI- MULTIPURPOSE|GOAT REARING|Lusaka|Kafue|Kafue|CHIFWEMA|NAKANGA|AGRICULTURE|||15000|15000|15000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0099|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|105|empowerment_grant|TWENDE CHIFWEMA WOMEN,S CLUB|GOAT REARING|Lusaka|Kafue|Kafue|CHIFWEMA|CHIFWEMA|AGRICULTURE|||15000|15000|15000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0100|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|106|empowerment_grant|CHIFWEMA HELPING HAND WOMEN,S CLUB|CHICKEN REARING|Lusaka|Kafue|Kafue|CHIFWEMA|MWACHISAKULO|AGRICULTURE|||10000|10000|10000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0101|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|107|empowerment_grant|NYIKA-WAKAME MULTI-PURPOSE|VILLAGE BANKING|Lusaka|Kafue|Kafue|CHIFWEMA|shatumbu|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0102|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|108|empowerment_grant|SHIBELEKA CO-OPERATIVE|GOAT REARING|Lusaka|Kafue|Kafue|CHISANKANE|shatumbu|AGRICULTURE|||19300|19300|19300||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0103|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|109|empowerment_grant|TIKONDANE VILLAGE BANKING|POULTRY FARMING|Lusaka|Kafue|Kafue|CHISANKANE|shatumbu|AGRICULTURE|||10000|10000|10000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0104|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|110|empowerment_grant|KACHENGA WOMEN,S CLUB|VILLAGE BANKING|Lusaka|Kafue|Kafue|CHISANKANE|shatumbu|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0105|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|111|empowerment_grant|BWELANI YOUTH CLUB|VILLAGE BANKINDG|Lusaka|Kafue|Kafue|CHISANKANE|shatumbu|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0106|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|112|empowerment_grant|MWENGE WOMEN'S CLUB|CHICKEN REARING|Lusaka|Kafue|Kafue|CHISANKANE|shatumbu|AGRICULTURE|||20000|20000|20000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0107|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|113|empowerment_grant|CHIYANJANO WOMEN,S CLUB|VILLAGE BANKIN|Lusaka|Kafue|Kafue|MATANDA|LUMUMBA|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0108|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|114|empowerment_grant|RIVERSIDE WOMEN,S CLUB|CHICKEN REARING|Lusaka|Kafue|Kafue|MATANDA|LUMUMBA|AGRICULTURE|||10000|10000|10000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0109|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|115|empowerment_grant|TANDIZO WOMEN'S CLUB|CHICKEN REARING|Lusaka|Kafue|Kafue|MATANDA|LUMUMBA|AGRICULTURE|||10000|10000|10000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0110|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|116|empowerment_grant|KAFUE BRIDGE WOMEN,S CLUB|CHICKEN REARING|Lusaka|Kafue|Kafue|MATANDA|LUMUMBA|AGRICULTURE|||10000|10000|10000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0111|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|117|empowerment_grant|KAFUE TOWN MARKET|CHICKEN REARING|Lusaka|Kafue|Kafue|MATANDA|LUMUMBA|AGRICULTURE|||10000|10000|10000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0112|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|118|empowerment_grant|NYAMUKANI WOMEN,S CLUB|CHICKEN REARING|Lusaka|Kafue|Kafue|MATANDA|NKWAZI|AGRICULTURE|||10000|10000|10000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0113|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|119|empowerment_grant|TIGWEPO TAUKA WOMEN'S CLUB|CHICKEN REARING|Lusaka|Kafue|Kafue|MATANDA|NANGONGWE|AGRICULTURE|||10000|10000|10000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0114|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|120|empowerment_grant|POULTRY|CHICKEN REARING|Lusaka|Kafue|Kafue|MATANDA|BEIT HALL|AGRICULTURE|||10000|10000|10000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0115|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|121|empowerment_grant|FRUITFUL WOMEN CLUB|VILLAGE BANKING|Lusaka|Kafue|Kafue|MATANDA|NANGONGWE|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0116|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|122|empowerment_grant|TIGWILIZANE WOMEN'S CLUB|POULTRY|Lusaka|Kafue|Kafue|KABWEZA|ZONE 3|AGRICULTURE|||19500|19500|19500||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0117|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|123|empowerment_grant|CHETECHETE WOMEN'S CLUB|CHICKEN REARING|Lusaka|Kafue|Kafue|SHABUSALE|mutendere|AGRICULTURE|||10000|10000|10000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
